filename	F1	F2	mahal_s1	mahal_s2	mahal_s3	mahal_s4	mahal_own
i.wav	9.753840574718403	21.75116750409818	4.315111673212207	0.8074414086127896	1.072871566869579	0.6471353395862002	0.5225135528895939
i1.wav	9.05199120390882	21.809146613676347	3.510922243076137	0.7272923076364188	1.3512679318783105	1.435958158702355	0.5156953227652373
i10.wav	9.979245855949245	20.569950462124666	8.327063040820606	3.2521949159171912	5.791419755691725	3.5844574245745453	0.931126394488477
i11.wav	10.595541288339291	21.686700218820707	5.437293775882149	2.643559037956346	1.8632291750419478	1.0622313347483157	1.52835927044423
i12.wav	10.295787172997343	21.1256193367532	6.796264181845944	2.5488075730239177	3.419212046289627	2.1069418938659226	0.9641190610458835
i13.wav	10.455156821442678	21.32492782777008	6.3378648635230945	2.578867969004849	2.693390957238654	1.65212905303619	1.1956375403541661
i14.wav	9.66651564613197	22.585968193620104	2.0274460975432618	2.135133643261441	2.525003834104287	1.6012207667210556	1.2648253118817379
i15.wav	8.240898176459552	23.356876818702407	2.2538482855192052	4.6854036042237155	4.95689331921424	3.958357201037677	1.9721915770433638
i16.wav	10.146944126285206	21.80726442094938	4.571732284214238	1.663891270958175	1.1744332056615807	0.4360383934583503	1.0351570931047085
i17.wav	9.243022287119125	21.318725332089578	5.289436634078163	1.1524413284899484	3.1612941264080465	2.1202318254322456	0.41614980291199766
i18.wav	9.248095450148604	21.730656388399233	3.9211539925841112	0.30460774709966426	1.4386437965020602	1.2762076622699303	0.3010050915723896
i19.wav	11.299422153635426	20.465132621034513	9.836476994794614	5.28459165581835	5.879014803001528	3.963210636906804	2.1532211466590434
i2.wav	9.63336195326746	21.041064982919764	6.500667541771528	1.8866076056838668	4.030321045866114	2.5073529823005605	0.4406294838199773
i20.wav	10.59245050042663	20.50507803988207	9.046337528392622	4.101539713366136	5.805575172024185	3.6843398259983644	1.3963057586544685
i21.wav	9.657984755276694	21.34432930428375	5.522341540891077	1.2089498922361925	2.7491747774927484	1.7222876834860432	0.22203370983375104
i22.wav	8.638372708532934	21.817304427689155	3.2322727556057402	1.6231146128079719	1.9143179062533835	2.0210897830016066	0.9964068054688419
i23.wav	10.439413579014364	22.145289365725855	4.0482033488771165	2.4817366562029597	1.9785238143079138	0.9631953889955628	1.634706919833305
i24.wav	8.62719649692373	22.270208644929586	1.6744120777816114	2.071757984275949	1.233239614424239	1.9335520717856238	1.0736470576481085
i25.wav	8.81648741506931	21.68397503438974	3.7819195226576117	1.246388228987703	2.140765384543367	1.9284133998728596	0.794812086665305
i26.wav	10.166380556142485	23.16226754496132	2.6795566719448476	3.872022320894521	5.420032648619462	3.217042102382043	2.2608775587955545
i27.wav	9.682944628832644	21.087697767949066	6.384731674185728	1.8118997445801723	3.804425990738189	2.3610850908212884	0.4056046822367209
i28.wav	10.212932643730781	20.52433445401082	8.66213520228843	3.584917075518904	5.864616428316381	3.6513831354996733	1.0815715421629841
i29.wav	11.11956122211549	21.17341598896504	7.5083512607341385	4.056389776934185	3.4537583601645725	2.3754502646661053	1.9999855224874057
i3.wav	8.859787239609389	23.186060043853637	1.512923635031496	3.722505649634136	4.471919148366438	3.2559808664730583	1.6354638650789095
i31.wav	8.440764894293672	21.184674956238588	5.329231873483562	2.5032106872350623	4.5697396056657285	3.273135877947386	1.498786446801896
i32.wav	10.159113801525713	22.139627416894086	3.6867697439437404	1.9259381781781415	1.5028281578149318	0.6277793762033524	1.304115951181447
i33.wav	8.955089096137058	20.274028652584384	8.682365639389655	3.8282692377489393	7.789574106463052	4.8776292734208235	1.6773980431945101
i34.wav	8.629666569718566	22.55361116441802	0.7188886442044831	2.5609685799390625	1.9531631430224161	2.207847290494502	1.209800093115069
i35.wav	9.713937546365656	20.697743564484373	7.70362262710229	2.758051986834603	5.41515540834509	3.3500722891778114	0.7732861247282703
i36.wav	9.254190256834967	20.494996796447015	8.087445817393762	3.177199550800098	6.605579391515512	4.121768581390239	1.2019816627652002
i37.wav	10.744811619241645	20.410397287947475	9.48600269637711	4.49679931645968	6.143615427994519	3.9355248709675195	1.5732459225014432
i38.wav	10.183659754621011	21.342726661387942	6.00802360653781	2.0368773906066293	2.59852308958695	1.5550297702452347	0.855130549957237
i39.wav	8.8824960334711	20.967209546845783	6.269202153953879	2.263686132023914	4.968457237085368	3.2667685314084896	1.1156021927143185
i4.wav	10.776990701744744	20.339022157427728	9.743976650832783	4.677347074060178	6.419434291055155	4.1167118920066015	1.6283393389850993
i40.wav	8.136812797525842	21.05195951719924	5.698200654929274	3.2345741143097078	5.467937600435918	3.8904957126556394	1.9630031901204357
i41.wav	9.342342025423093	20.678576767145067	7.516778897764914	2.709316320246625	5.763597770350413	3.602567597349105	0.9471753967138291
i42.wav	9.333405184824734	20.65315297238522	7.597436294546387	2.7732768762743363	5.8774641547784325	3.67237237188231	0.979940126207791
i43.wav	10.041298488054515	21.253542443620596	6.152870508520453	1.9196232378132994	2.964794992589222	1.7966574194150908	0.6642235067069223
i44.wav	9.139296360096367	20.981741780655906	6.362716466047694	2.0214380787911685	4.663900716878439	3.0039362696791527	0.8223729970900988
i45.wav	9.150166470351841	20.85504750136811	6.800259708142275	2.3224915996888815	5.184448249788213	3.301386174563961	0.930834178845119
i46.wav	9.171507573556013	21.141955788329692	5.838772994694101	1.6183276499324049	3.964846958864604	2.5959163932815303	0.6443715185767404
i47.wav	8.965164404271555	23.361860194212653	2.0988321914140826	4.084389436773624	5.256777304548423	3.631520928584778	1.8075525834534532
i48.wav	8.253091873730519	23.231493452177208	1.8216597603093736	4.408539321503715	4.469933938050056	3.6991586362069477	1.878768900771535
i49.wav	9.489674807706393	22.13323590296322	2.883862374560037	0.9458277229658586	0.4734753421291808	0.7253507032487103	0.6769217385678782
i5.wav	8.201610954083797	23.94532002223044	4.284303678434884	6.016305402373148	7.305108195604934	5.260924188693395	2.445147100784463
i50.wav	7.959878460389007	23.279646555504364	2.2116444862936744	4.886400282196735	4.637738579857283	4.012641732552919	2.1024697460470336
i51.wav	9.442899712076603	22.40422262022256	2.0855069805093436	1.5978766391945778	1.5613378452637212	1.239560496388797	0.9395335706276859
i52.wav	9.22120343240853	21.854123298268185	3.4945277658896563	0.41568656277416416	0.9631668880669916	1.1433576455863728	0.3901481174091699
i53.wav	9.394277311934594	22.61283403905418	1.572164153064732	2.112910852510661	2.3992949011902844	1.7272035273534743	1.1379863669859107
i54.wav	10.203610714538016	20.675575258263702	8.159585524200715	3.253500689712909	5.248458168391824	3.2626791925955136	0.9870500789808268
i55.wav	10.14240936798327	20.92520690323515	7.296653251495532	2.669881418804791	4.254789677643568	2.627779806664091	0.8252463220564642
i56.wav	8.734028379746483	23.36198644803889	2.090074510734072	4.226117984706834	5.138067267566995	3.709638153569638	1.811588289937777
i57.wav	8.919334089807599	21.809515801130825	3.4180053169604494	1.013317960382659	1.5295129442674358	1.6246235659799824	0.6617326592589776
i58.wav	10.511356261727954	19.713036220632986	11.574933807732618	5.678771734414554	9.068295270109079	5.703177674452554	1.8184397413400657
i59.wav	9.632056207392992	21.37795708354584	5.390995428137974	1.1081170999707675	2.623900591511436	1.6549900607671486	0.18645453062261014
