filename	F1	F2	mahal_s1	mahal_s2	mahal_s3	mahal_s4	mahal_own
e.wav	11.584613316915075	20.712068224564266	3.334756407095183	1.5428100030946763	2.465435659287354	2.28301283935387	0.9175526459634189
e1.wav	11.022312991693603	21.854395467736975	2.484348024336627	3.037730489746982	1.5352625414028989	2.0723923961353234	1.1521757661484857
e10.wav	11.143633277563683	20.734992967718835	3.5139965096554575	1.712545647691453	2.7315349389326835	2.578890107246596	1.3125253922418356
e11.wav	11.86228147963984	21.345619744108667	1.8308135240000156	0.6409758062353547	1.3586291971419662	0.4726607280794673	0.6902912447950319
e12.wav	12.072192504827996	20.979495624269926	2.6145229272215373	0.7944494935184134	2.005698543380251	1.5674156645966013	1.0711100691926325
e13.wav	11.89232952910666	21.46209889291527	1.5799570094481559	1.039032032262489	1.5948557560538486	0.15145817960746744	0.8332064268767029
e14.wav	11.851368424191534	21.182757571073648	2.1830916192041476	0.076346791521091	1.3378169655455432	0.9250097133817069	0.624250556344576
e15.wav	10.363521949039097	20.884291205216996	4.035567948789647	2.5065075221253963	3.5938056542798833	3.5093912622813663	2.5377606529691477
e16.wav	11.730613031030881	20.722581499670486	3.270550366971444	1.5041070116860276	2.4119855711509675	2.210545420900323	0.9098563452953629
e17.wav	12.060959912127743	20.51129313338867	3.77570846114137	2.3657255618141266	3.201791463053267	2.843866906109268	1.426717966252391
e18.wav	10.945082699165354	20.818919803025782	3.5158941991076538	1.7444922763620256	2.7027001230284076	2.6582233289325137	1.5290805208805014
e19.wav	11.950623214860308	19.423174484958054	6.496735662257306	6.105737773912442	7.063114247560259	5.836586428300212	2.9132982226839585
e2.wav	11.353948509859123	21.261958996927696	2.403516188430553	0.9814452096359045	0.5328431639534088	1.266982267118906	0.35384455576404256
e20.wav	10.843819934643847	22.066286713022258	2.8987063981121235	3.887122844370338	2.277387341447734	2.7244854083494716	1.574595897220931
e21.wav	12.004069484000418	20.90266319121338	2.803962974062873	0.9856078752133656	2.059074721868599	1.740797836970926	0.9960951946549776
e22.wav	11.975608020405978	20.269989363160093	4.368212179466224	3.16096967577243	3.988559150204272	3.4857457018072724	1.664390418466476
e23.wav	11.532025909162623	22.5235894421602	2.3678252087930676	4.898290118219627	4.48581534174604	2.9442625949290835	1.9737475706016219
e24.wav	11.201950714309223	22.075509830010358	2.295235746815137	3.584616210134116	2.434857826948023	2.1701751665490336	1.2495096688310374
e25.wav	11.21768137769994	21.31715751905462	2.477115257187333	1.3023305470834345	0.45863215656910633	1.4539213814281577	0.5962077665232403
e26.wav	10.605141911952366	21.432881419890155	3.217528959031586	2.4842427223910204	1.664575355457112	2.646312416890597	1.767588490205804
