filename	F1	F2	mahal_s1	mahal_s2	mahal_s3	mahal_s4	mahal_own
i.wav	8.991577562598629	22.34622331491234	1.713267169840388	1.6814104055048273	1.1563490828104768	1.5445350775831221	0.9992757244096768
i1.wav	9.447900545343664	22.53449547996313	1.7969956549972923	1.9224041626877564	2.1121917766154366	1.5258993434699042	1.2263951909292699
i10.wav	10.061626292137845	20.716753848208608	7.907985883900685	3.0044854084373385	5.1419314910912775	3.1823991631040434	1.11776436540405
i11.wav	10.694281689426106	21.75947926834014	5.358015436396935	2.8504152745876348	1.9323144726537917	1.1159376145572908	2.2495354665399256
i12.wav	9.291710128559288	20.69382997177432	7.433632401291401	2.676874171907796	5.740405694568325	3.597460390233998	1.1364671424817776
i13.wav	10.426809642114677	20.3310576946572	9.470242106082717	4.239231856209081	6.5660456890665975	4.125605584736518	1.7283792364286448
i14.wav	8.95859778139151	22.70163271189334	0.7718947471163418	2.51197976340705	2.529596629540012	2.160129277500404	1.3459422294290087
i15.wav	9.920730413643618	22.28778293147204	3.0072016840033298	1.7479646841085428	1.6294642424379235	0.8564502343564544	1.445173635545113
i16.wav	9.631839543932706	21.53429024779687	4.884362538460641	0.7912027667520143	1.9745396561711144	1.2691213762457954	0.31733375097093697
i17.wav	8.771897857788986	23.21450054699335	1.5938633226864127	3.852163433793249	4.548766812035412	3.3585514809495978	1.9224858257305772
i18.wav	8.563307342847494	21.864970866324928	3.0345834801275537	1.7986662343667978	1.877492542362258	2.0875257734511092	1.4007317506854224
i19.wav	9.084026494709079	20.29552249818951	8.674379561213438	3.7181008606147863	7.585850703477529	4.734823723704543	1.8225801574685914
i2.wav	10.43512344567096	20.855507503343876	7.782149093968943	3.225040979628782	4.451565594965982	2.7941448097674275	1.5551325697225575
i20.wav	9.08727407007494	20.74676454046044	7.133282253330068	2.616334301261366	5.693502171189704	3.6145261858748454	1.3102736730707636
i21.wav	8.979619627699734	21.704383634316834	3.8126279903014186	0.8884915230621776	1.8516123112225331	1.6761827749380447	0.7423071523169241
i22.wav	8.87275087056264	21.160796631784994	5.601114441343282	1.8674192535296936	4.178219825534761	2.8420278445876694	1.2216535928280534
i23.wav	10.536319674418657	20.823329760379565	7.978035345722626	3.439379717682872	4.559254686517149	2.8845010311260753	1.710932254887136
i24.wav	9.389752168568464	21.17730943611534	5.866730791399772	1.4652228390406765	3.6321646293213043	2.328529149907089	0.46730626960001015
i25.wav	9.212317581174588	20.929833449044256	6.583570546357159	2.1135276274842916	4.817018314539675	3.070497090997165	0.9513932526041685
i26.wav	9.196917838640417	22.955524780278964	1.1784106173757434	2.995452526717749	3.700212214862985	2.597038623737323	1.6193591191479006
i27.wav	9.306260477206017	20.5940653938752	7.781396750982859	2.9230318279666534	6.1473248287347335	3.8386957507219734	1.2410306277031578
i28.wav	9.43775631487879	21.283546690737527	5.547447232547408	1.2066047822763175	3.149224512264187	2.0322344816802667	0.29777562662262935
i29.wav	9.256436735360282	20.611862817619752	7.690911072409152	2.8867068100666673	6.1133471576898994	3.8265245421751355	1.2686714222874862
i3.wav	9.418621848076903	23.03477497399224	1.5640107314131628	3.165226411609491	4.189612395758117	2.745000235088128	1.8142213717493263
