Cond	01	02	04	05	06	07	08	09	10	11	12	13	15
101	5.7197	5.4132		13.2195	10.5662			4.6697	5.9699			7.2631	
102			8.6176			1.3895	5.2213			3.184	4.1455		7.2375
103	1.647	3.1966	7.7578	-4.9112	3.6851	-1.896	4.2302	3.8117	1.6453	6.5058	-7.7109	1.7832	5.6873
104	6.3365	0.77493	-1.0474	16.5179	-1.263	10.8708	-3.0535	-1.3319	9.2775	4.4976	19.1195	7.1124	9.9132
231	-0.77777	5.0097		-8.0551	15.4583			0.28015	3.0381			1.0044	
232			3.4371			4.2	4.4727			5.1925	10.8448		2.0148
233	2.6552	4.8197	7.6164	17.6682	3.8767	-2.4804	-4.6062	0.94192	-2.7548	-2.544	-8.3503	3.7489	2.2924
234	5.5265	-0.43261	9.5233	0.16392	-2.6428	6.6977	-5.1287	-1.769	1.8982	2.6554	12.2112	4.2935	7.2692
