Cond	01	02	04	05	06	07	08	09	10	11	12	13	15
101	4.4354	6.3125		13.5732	11.7673			4.7949	6.0859			7.3339	
102			7.4692			2.9768	4.893			2.9147	5.9204		7.0128
103	1.4907	2.9158	9.0147	-5.3692	3.2951	-1.5542	4.3562	3.7076	1.5814	7.4753	-7.5547	1.7358	5.0402
104	6.1633	0.59122	-2.2896	15.7466	0.11715	11.012	-2.6553	-1.5141	9.2686	4.5565	20.8892	7.3924	11.4075
231	-2.1821	4.6		-8.7204	16.1858			0.23047	2.1126			0.63178	
232			2.5388			5.4466	3.8886			5.3685	10.8734		2.4107
233	1.4987	4.7965	6.7555	19.2123	2.9173	-1.6399	-4.9165	0.67023	-2.638	-2.575	-8.3301	4.4812	2.5919
234	4.5154	-0.16491	9.0769	-0.46238	-3.2547	6.2539	-6.097	-2.032	1.4312	3.606	12.2102	3.7269	8.6429
