filename	F1	F2	mahal
fi_63.wav	435.41120847951817	2216.3748716766677	0.06978010979442119
fi_39.wav	434.6754224995925	2220.6217678848598	0.07327062033805816
fi_69.wav	434.41096104294286	2192.7643039882546	0.20696729458849195
fi_99.wav	432.1937827839545	2191.0451330322267	0.2226903437440689
fi_89.wav	431.62191495082527	2191.3023628862875	0.22346269958471493
fi_11.wav	437.7445223998837	2236.2487667420774	0.24696108951148973
fi_155.wav	441.31853921888023	2220.473770717466	0.2507719125382815
fi_50.wav	432.93599753481914	2241.6043302903154	0.25307575457300635
fi_90.wav	441.8700681588622	2219.6989804434766	0.2653036256566148
fi_25.wav	424.1801495166034	2200.280525743218	0.301388102908623
fi_137.wav	425.76302117947245	2237.127088954171	0.30238958011707007
fi_60.wav	427.99452210707744	2242.8330274835325	0.3036024693342355
fi_49.wav	439.8996213472709	2243.6082277571168	0.3412496509931436
fi_34.wav	436.9972710520704	2251.690588605765	0.3680089208786693
fi_42.wav	435.0824025441437	2173.336169633811	0.38936681527590183
fi_18.wav	428.55336598005056	2254.776475710775	0.3982684245680047
fi_106.wav	439.0186930922926	2253.037586640259	0.4033366198274903
fi_57.wav	425.9724363863109	2176.9701298601944	0.4154818374462483
fi_93.wav	439.7219156544239	2253.676917898971	0.4184881227018139
fi_21.wav	448.33552870841874	2221.9195335793133	0.4593279729266539
fi_86.wav	446.1955416538105	2245.3919920183853	0.48866405392071216
fi_30.wav	438.37507521101116	2164.5161408072386	0.4912135165718838
fi_136.wav	419.7417309349975	2181.3324483185365	0.5113303842355866
fi_160.wav	415.7559202694924	2219.734403160131	0.5201885505629624
fi_149.wav	436.8100675827673	2159.6542427546656	0.5237400124600591
fi_88.wav	420.51373397885396	2255.9017319728605	0.535204518627995
fi_15.wav	448.4010784056754	2244.0717890611627	0.5364855530673046
fi_126.wav	416.39623810069793	2193.014939144032	0.5424224292148105
fi_124.wav	416.6877227362878	2190.6996284939637	0.5432873036356591
fi_143.wav	420.09159386683353	2168.628162787237	0.5856847566699697
fi_13.wav	429.8240960579657	2278.364947164006	0.6037139262890568
fi_82.wav	412.893407257263	2198.2461641334557	0.62598982354083
fi_24.wav	437.26138441507686	2280.3687403060103	0.630399258422537
fi_116.wav	450.34091427166373	2170.9522101938824	0.6495816349720177
fi_122.wav	420.32688526178384	2272.415095474521	0.6572687129247422
fi_156.wav	453.103041545024	2244.4399049860635	0.6621782601763435
fi_123.wav	423.6608071014048	2279.355746584519	0.6646495257322915
fi_77.wav	455.93301615942346	2220.7884131900637	0.6830379049251591
fi_14.wav	413.22788905109707	2177.0163127865376	0.6960815652513932
fi_103.wav	428.52755472625495	2288.858377936097	0.7066332157349868
fi_65.wav	438.77123706810147	2138.9328049142305	0.7248433222167656
fi_22.wav	457.4860772167167	2218.3389100217923	0.7273070691667025
fi_12.wav	411.82501238962	2176.945837787874	0.7328249810856637
fi_48.wav	455.15149154667307	2250.4640636426902	0.7427394439092095
fi_76.wav	408.07814176413876	2198.3475147255076	0.7658579870980211
fi_38.wav	449.85897703669855	2150.8123938646954	0.770583326574014
fi_110.wav	432.8933013686053	2132.1863366445036	0.7716583399393582
fi_87.wav	407.1062096372686	2199.646852736969	0.7918332122393154
fi_44.wav	414.94824142443883	2278.0967936051557	0.7978983876476534
fi_132.wav	456.40526410571744	2168.4003910974934	0.8104830152218717
fi_59.wav	424.784436650695	2132.329744697581	0.8139360156495364
fi_117.wav	458.0025393504436	2174.7212693365714	0.8236603669587155
fi_85.wav	406.6418370193456	2242.2564850849444	0.8275084648216976
fi_163.wav	447.59804475720546	2290.809488310763	0.8406232863258492
fi_165.wav	426.4553486030887	2127.116858002531	0.8465292535032505
fi_115.wav	402.95161008237113	2203.0717414136916	0.9091244097515941
fi_108.wav	428.7130184357937	2116.427934422085	0.9309442727805743
fi_84.wav	461.76992237238665	2166.2323835401976	0.9587489404472095
fi_78.wav	423.53476557071724	2116.3913427407833	0.9681346190292657
fi_139.wav	425.15270757551036	2114.339900520942	0.9727028586776301
fi_70.wav	446.44236687465155	2311.6468617587198	0.9983672547123486
fi_79.wav	418.8454591118228	2114.113338049833	1.0401194717410989
fi_94.wav	467.8083147238216	2231.629964859473	1.0488499423970594
fi_131.wav	400.84316845884655	2169.969741148262	1.0573066799394613
fi_130.wav	467.1474230990613	2247.068062999543	1.064004086406267
fi_118.wav	440.66284411223495	2100.4557646401986	1.0877722600268998
fi_55.wav	409.6244466605812	2124.162149836866	1.1095623616809245
fi_144.wav	459.65935424379603	2296.3792568959334	1.1109799035266652
fi_64.wav	413.857135309973	2113.177811290995	1.119317244616758
