Cond	01	02	04	05	06	07	08	09	10	11	12	13	15
101	9.0222	5.9109		8.7486	3.1078			9.9925	10.7157			15.951	
102			6.199			2.3393	3.2122			-1.3376	-67.107		26.0859
103	2.4519	-1.4747	-4.7283	12.8162	6.0111	40.5684	3.3977	2.7929	6.8985	1.0366	-9.2096	-1.589	-0.53629
104	14.6703	4.5389	11.8805	61.5584	-11.271	11.964	-0.07076	-0.05901	15.7956	5.1237	-4.0464	7.2564	35.5149
231	2.4992	0.4406		-3.2591	-4.2868			-3.0417	-0.12083			3.579	
232			5.8234			15.8065	1.9139			13.3058	-49.4693		-2.4593
233	6.5186	2.791	-15.5776	20.1306	0.81882	0.82434	-5.0508	3.0646	-1.2158	1.0687	9.5183	-3.518	13.2316
234	14.5814	0.35839	9.55	13.9161	0.56598	17.002	0.062934	-1.8613	7.8329	-14.4671	40.4073	1.698	2.8225
