"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"Subj","factor",39,0,14,NA,NA,3,"01",NA,0.923076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Group","character",39,0,3,NA,NA,21,"unfam",NA,0.497041420118343,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TestSpeaker","factor",39,0,4,NA,NA,13,"S1",NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MMR","numeric",39,0,39,3.54683605128205,2.3305,2.3305,NA,16.4019645522651,NA,-44.4537,47.6423,92.096,0.156853141533837,0.207357143552012,1.54376923938553,1.04167912786823,NA,NA
