Cond	19	20	21	24	25	26	28	29	30	32	48	50	52	57	62	64	68	69	01	02	03	04	05	06	07	08	09	10	11	12	14	15	16	22	31	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	49	51	53	54	55	56	58	59	60	63	65	66	67	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87
101					11.3669	2.0029			3.9218		5.7507		3.8475	12.9846		-0.65547	0.57733		15.506	4.9003			-6.2276	-3.8473			-1.8601	2.236			-5.9644			-1.4213		11.9673	-13.0962		-7.364	10.8599			-0.034714	2.8152				3.3902			3.5976		10.4146			2.7407			5.511		-2.5457			16.339				-6.2586	3.2887		12.9579	-14.5908		0.83935		7.4597				8.2135
102		8.8147					9.5361					0.87224									-0.5916	1.1438			1.2921	-1.8322			-6.1588	-3.2573		-6.0808	4.7906		0.21286			4.7548			13.9968	-2.4271			5.0763	5.0434			5.33	-0.74065		2.0207		2.4479			2.9389					-4.5263	6.399		-0.62004	5.9527	1.8346			-22.5244			-4.2822				-0.42978	8.7956		
103		-3.0021			8.455	18.328			8.5039		3.1051		7.069	-3.8755	-17.9276	-4.4266	-0.60242	-0.56035	1.5099	12.8616	4.6718	1.3004	-8.6123	1.608	6.7634	8.8736	-4.417	-0.48692	3.2345	-7.2187	10.4661	2.1121	5.8523	1.5632	3.6452	0.34999	-5.7602	4.317	2.9993	4.0293	2.8655	0.4416	8.6034	-6.7073	14.6487	0.098527	4.1131	7.6976	14.8472	-0.87045	6.1273	5.8161	-1.2662	-7.4384		10.0516	8.2894		-12.0838		11.4419	10.2798	4.2691	12.2854	2.6202	-0.72538	2.5842	12.2634	3.8705	0.82171	7.9664	-10.531	-1.0904	0.66323		9.6855	10.8668	10.8279		-12.2393
104		17.2739			-7.4552		14.2807		13.8158	18.5047	13.0932	3.7212	3.7754	13.971		-7.3867	8.998	-9.6152	13.7975	-0.26194	1.0489	2.8943	-2.9362	-2.6058	-4.29	5.4861	6.5291	-2.5292		-0.58922	-2.5104	11.7883	5.1289	11.071	-0.31452	11.4833	0.4215	1.9446	7.1322	8.2672	4.5544	-4.5292	1.7912	-1.6158	12.2672	2.5657	-4.8175	4.2179	3.5258	8.0276	5.1713	5.9977	-5.1726	2.6465	0.81693	-0.58976	-10.5385		5.5199		2.5815	3.2739	7.4899	14.5332	-6.8019	4.1371	0.65579	-9.5256	11.0955	7.1078	20.2661	3.9759	-4.7049	3.6034	24.2327	5.931	6.4065	10.577		-3.595
221					9.2621	-7.0365			5.1686		2.2677		12.4936	11.697		0.69586	-4.2357		6.3951	7.298			-8.1215	-0.43993			5.0193	-1.116			-0.74228			-2.0544		6.2715	3.3035		-3.3448	12.3924			9.5176	4.1883				2.362			7.8954		5.5763			2.4266			4.6214		8.0262			9.4192				3.3578	0.20855		11.0905	-12.3501		3.416		-5.245				2.0128
222		9.4339					13.3945					7.7934									-6.8445	4.0451			-0.18097	1.9636			-6.9219	-0.35434		1.0158	1.5157		4.4524			1.9045			1.9352	6.3608			-0.083423	-3.9137			3.4802	-0.53761		-6.525		1.7072			2.4766					1.9587	5.1336		2.7728	-3.6027	-1.8113			-16.5204			-2.371				-1.573	6.1375		
223		-24.3185			-0.88843	-3.2858			-4.7079		3.335		5.1337	-6.073	-14.3988	3.3694	4.5783	-2.0533	4.3608	1.8668	3.2769	3.0916	-5.3304	3.2624	-0.20789	11.3267	7.6072	4.536	-9.0748	1.0474	-0.020177	3.0681	5.3256	10.5973	2.2907	10.1305	0.80367	0.45316	-2.2223	0.99711	3.6842	-0.53762	-5.4127	4.5636	5.0273	0.24329	5.8689	-0.23248	-3.7637	1.5623	5.9401	1.0553	-0.0008482	1.0758		-4.8529	2.4488		-18.9365		0.68209	-4.2862	-1.623	6.2476	8.2111	-4.4058	0.72989	11.6121	12.7614	10.3284	6.3286	-0.17863	5.3418	-0.0075533		19.6235	21.1713	6.263		-6.3568
224		26.6475			5.1941		15.2722		1.7754	4.0777	-7.8932	4.7525	4.5812	8.0815		-1.98	13.9238	-3.3451	-6.3918	4.9092	0.46951	6.002	-4.4211	-1.3793	-1.7256	15.8212	9.2845	0.81039		-2.0384	2.0599	4.2867	2.7036	3.6678	-4.8741	8.4011	0.12518	0.02714	-4.4142	2.5956	10.3386	0.93296	-5.0899	-4.2798	9.3336	0.56425	6.3297	3.2304	4.9498	6.7444	-8.4583	1.3906	-9.3374	-0.40962	-4.1774	-5.2953	12.8758		11.0547		0.45762	0.36895	1.7656	2.589	3.9228	6.9037	2.2229	-4.058	-0.23536	-2.6292	4.11	-10.488	-2.4591	3.3026	15.4753	7.1587	-3.7804	13.0361		-1.8439
231					3.4115	6.147			-3.2182		7.1979		2.5645	10.8924		-7.3829	2.6885		8.8631	6.4253			8.2043	3.3465			-16.3234	-2.0709			4.5518			1.6414		1.1729	0.12723		11.8709	6.3684			-1.1733	0.79414				6.7106			4.0575		2.3728			-3.8929			4.0063		4.3094			5.1423				16.4427	4.9671		2.631	-3.5751		0.22761		-2.6076				4.1022
