"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"Subj","factor",39,0,14,NA,NA,3,"01",NA,0.923076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Group","character",39,0,3,NA,NA,21,"unfam",NA,0.497041420118343,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TestSpeaker","factor",39,0,4,NA,NA,13,"S1",NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MMR","numeric",39,0,39,1.96163897435897,1.8422,1.8422,NA,6.86382053654591,NA,-22.5794,21.2746,43.854,-0.52529094248842,-0.694425551844276,3.76803528731265,2.54253266079253,NA,NA
