Cond	01	02	04	05	06	07	08	09	10	11	12	13	15
101	7.1839	5.1587		11.2179	7.4864			5.184	12.928			6.9113	
102			-2.9133			3.0912	8.5101			-9.1597	-8.979		6.8751
103	3.2663	1.0092	-18.6957	4.5582	0.079549	11.1032	8.9408	-2.9867	6.8496	-6.7841	-8.0249	1.0374	11.9944
104	9.3952	3.508	-4.4934	-0.21981	-3.1382	13.5862	6.8591	-1.1864	8.8964	2.4168	-7.2052	9.6261	17.339
231	-0.05039	-1.3851		-16.3378	-0.08834			-2.9416	6.8373			8.0305	
232			5.3517			-21.0774	6.7373			6.5761	13.7661		11.0942
233	7.505	1.3737	-5.1462	19.259	-14.291	-8.4714	-8.3364	2.2249	0.93837	13.4576	-7.6255	6.7202	-8.7457
234	12.4578	-0.11837	7.576	-15.985	0.24886	0.14162	-1.5281	-2.5448	5.7982	3.3486	-9.0214	4.973	12.0932
